Product ID;Product;Brand;Category;pricing_role_category;URL;Price;Image URL;__rowIndex;__id
94010232;Buxom Full on Lip Polish:Charlie 4,5 ml;Buxom;Makeup;C;https://www.kicks.no/sok?search-query=94010232;;https://images.matas.dk/encode/94010232_20250714125300.jpg;92104;94010232
94073588;Hourglass Equilibrium Rebalancing Cream Cleanser 110ml;Hourglass;Skin care;C;https://www.kicks.no/sok?search-query=94073588;;https://images.matas.dk/encode/94073588_20250717155200.jpg;92105;94073588
777439;Kylie Matte Liquid Lipstick+Lip Liner 500;Kylie Cosmetics;Makeup;;https://www.kicks.no/sok?search-query=777439;;https://images.matas.dk/encode/4064941006770_20240701105035.jpg;92106;777439
88640494;MAC Patentpolish  Lip Pencil My Flip Side;MAC;Makeup;;https://www.kicks.no/sok?search-query=88640494;;;92107;88640494
87467239;N HR POWERCELL XMAS;Helena Rubinstein;Makeup;;https://www.kicks.no/sok?search-query=87467239;;;92108;87467239
77990638;UNE MULTIPURPOSE BRUSH MEDIUM;Une;Makeup;;https://www.kicks.no/sok?search-query=77990638;;;92109;77990638
89570666;KICKS NAIL LACQUER: INDIAN SUMMER;KICKS Beauty;Makeup;;https://www.kicks.no/sok?search-query=89570666;;;92110;89570666
90571203;GARNIER Garnier Bio Day cream:Argan Nourishing Moisturizer 50 ml.;Garnier;Makeup;;https://www.kicks.no/sok?search-query=90571203;;;92111;90571203
94058828;Smashbox Halo Concealer Concealers L20O 3.5 ml;Smashbox;Makeup;;https://www.kicks.no/sok?search-query=94058828;;;92112;94058828
83467191;DIORBLUSH HAPPY CHERRY 876;DIOR;Makeup;;https://www.kicks.no/sok?search-query=83467191;;;92113;83467191
88472944;YSL Touche Eclat Kiss & Love 01;Yves Saint Laurent;Makeup;;https://www.kicks.no/sok?search-query=88472944;;;92114;88472944
42559849;RL BIG PONY ORANGE EDT 75ML;Ralph Lauren;Fragrances;;https://www.kicks.no/sok?search-query=42559849;;;92115;42559849
94145129;Corrine Hairpin Plain Silver;Corrine;Hair care and styling;C;https://www.kicks.no/sok?search-query=94145129;;https://images.matas.dk/encode/94145129_20250825205300.jpg;92116;94145129
81200693;MAY Volum’Express The Rocket Brown;Maybelline;Makeup;;https://www.kicks.no/sok?search-query=81200693;;;92117;81200693
813608;CH Le Lift Flash Eye Revitalize Roll-On 5Ml 10X2 Patches (W);CHANEL;Skin care;C;https://www.kicks.no/sok?search-query=813608;;;92118;813608
89580750;Jo Malone Lbm Shower Soap 180 g;Jo Malone London;Hair care and styling;;https://www.kicks.no/sok?search-query=89580750;;;92119;89580750
94147678;Lancaster Sun Beauty Body Mist SPF30 High Protection 200 ml;Lancaster;Skin care;;https://www.kicks.no/sok?search-query=94147678;;https://images.matas.dk/encode/94147678_20260506180300.jpg;92120;94147678
89474459;Urban Decay Vice Liquid Lipstick-:ZZ;Urban Decay;Makeup;;https://www.kicks.no/sok?search-query=89474459;;;92121;89474459
44773463;LM Secret Concealer 2,5;Laura Mercier;Makeup;;https://www.kicks.no/sok?search-query=44773463;;;92122;44773463
90251551;BIOT Force Supreme Set Day Cream Homme:140 ml;Biotherm;Makeup;;https://www.kicks.no/sok?search-query=90251551;;;92123;90251551
88848150;Decleor Hydra Floral Cosmetic Water 100 ml;Decleor;Makeup;;https://www.kicks.no/sok?search-query=88848150;;;92124;88848150
79673737;LOR AGE PERFECT PRO-C DAY 50ML;L’Oréal Paris;Makeup;;https://www.kicks.no/sok?search-query=79673737;;;92125;79673737
